Lat,Lon,SEAI
50.84729994375,5.71834797415927,175.70000000000002
50.8450169733333,5.7190885,173.29999999999998
50.8445607672566,5.719452739823,175.39999999999998
50.8302882444444,5.72050407777777,87.7
50.830340992,5.720533412,90.5
50.8450171366666,5.7190825,173.29999999999998
50.8301431828571,5.72060184857142,85.60000000000001
50.8302889833333,5.72050211666666,87.7
50.8304760559999,5.72060122,89.80000000000001
50.85312888,5.71036535999999,186.7
50.8525939578947,5.71037196315789,201.59999999999997
50.8563678022472,5.71109382134831,119.9
50.8535627,5.71032355,185.5
50.8539868809523,5.71029237142857,183.6
50.8544457293103,5.71104416206896,160.3
50.8510757214285,5.71152793498351,189.1
50.8494027543859,5.7078440368421,487.9
50.8488957285714,5.70760147142857,505.5
50.85082672,5.70766578,487.1
50.8512586249999,5.70773913333333,474.4
50.8489135506666,5.70864484666666,433.7
50.8496679571428,5.7089760047619,410.70000000000005
50.855466725,5.6823546125,524.7
50.8218559642857,5.72529567857142,25.2
50.8220250652173,5.7251333173913,26.4
50.8225814625,5.72557513124999,28.2
50.82243594,5.72533314666666,28.2
50.8514350545454,5.7075715,481.20000000000005
50.8516159695652,5.70760692173913,472.3
50.852144676923,5.70702935384615,503.0
50.8516252266666,5.70860752666666,388.99999999999994
50.852532337037,5.70702467407407,487.7
50.8520065925925,5.70746091851851,469.29999999999995
50.8528059,5.7076549375,412.79999999999995
50.8227665040816,5.72462510816326,30.3
50.852969817647,5.70658779411764,499.7
50.853526,5.7059424625,514.6999999999999
50.8238828933333,5.72273404666666,32.800000000000004
50.8239924692307,5.72251225384615,33.5
50.8243376749999,5.72186915,34.2
50.8246184375,5.72220195,34.2
50.841641096,5.648584536,33.8
50.8532593599999,5.70959918,230.7
50.8531966611111,5.70681268333333,474.5
50.8525071888888,5.7098466,238.5
50.8246120687499,5.7231351625,34.2
50.84329535,5.64807678571428,33.099999999999994
50.85293469,5.70821127,354.5
50.8429456964285,5.64784586428571,33.099999999999994
50.85416188,5.70836902666666,272.3
50.842525075,5.64799608333333,33.099999999999994
50.8541812,5.70956704705882,207.3
50.825492216,5.72291799199999,35.6
50.8402214571428,5.64758253928571,32.4
50.853390115,5.70921456999999,251.2
50.8262703625,5.72256385,38.8
50.8408944535714,5.64835214285714,33.099999999999994
50.8260449853658,5.72290494390243,36.300000000000004
50.8534256210526,5.70863995789473,291.59999999999997
50.82586963125,5.72219560416666,36.300000000000004
50.8419864433333,5.64709994333333,33.099999999999994
50.8526257878048,5.70885091951219,324.3
50.8252320315789,5.72239491578947,35.6
50.84129351875,5.648058,33.099999999999994
50.8260293,5.72363172682926,35.900000000000006
50.8409362727272,5.6479434090909,33.099999999999994
50.8253354142857,5.72353040714285,34.9
50.8556609133333,5.70959540333333,171.3
50.8560275529411,5.70914869411764,167.0
50.8548308133333,5.70962894999999,191.20000000000002
50.8561003666666,5.70807134285714,201.89999999999998
50.8555788333333,5.7077420125,245.2
50.8561614882352,5.70861094117647,176.29999999999998
50.8625487727272,5.68128716666666,78.7
50.8545406882352,5.70767988823529,318.5
50.8549613608695,5.70736447826087,314.40000000000003
50.8555022454545,5.70610674999999,384.29999999999995
50.8483433307692,5.70727005384615,523.0
50.8553568666666,5.7068609,345.09999999999997
50.852431109375,5.70786119687499,417.7
50.8518751304347,5.70644660434782,563.0999999999999
50.8654496340909,5.68537420954359,38.7
50.8534763313725,5.70557894705882,536.4000000000001
50.8504852304347,5.70697645652173,551.4
50.86999846,5.67297334799999,15.8
50.8793731666666,5.67744686666666,4.999999999999999
50.8566303875,5.707463975,203.9
50.8580761172413,5.70857407931034,123.69999999999999
50.8647354545454,5.68611038589749,56.1
50.8798846,5.67603159999999,4.999999999999999
50.8549332473684,5.70623624736842,410.3
50.8797979894736,5.67822787894736,4.999999999999999
50.8679243441176,5.68955238746516,22.1
50.865231942647,5.68716409052673,55.2
50.8751945058823,5.68062597647058,4.999999999999999
50.839746240625,5.64555078125,30.899999999999995
50.87110262,5.68421026,9.5
50.8414654115384,5.64331658846153,26.999999999999996
50.825273675,5.72075496875,34.9
